ICAO,TYPE/SIZE,NAME,ELEVATION,iso_country,iso_region,municipality,Lat,Lon
4AK9,small_airport,Tibbetts Airport,50,US,US-AK,Naknek,-157.0070038,58.73429871
4AL0,closed,WBRC-Tv Heliport,1000,US,US-AL,Birmingham,-86.799402,33.488602
4AL1,heliport,Tanner East Alabama Heliport,970,US,US-AL,Wedowee,-85.480305,33.294637
4AL2,small_airport,Irwin Farms Airport,25,US,US-AL,Foley,-87.7256012,30.37319946
4AL3,closed,Wallace State College Heliport,630,US,US-AL,Hanceville,-86.790802,34.066898
4AL4,heliport,Froberg Heliport,630,US,US-AL,Hartselle,-86.91500092,34.42720032
4AL5,closed,Spinelli Field,750,US,US-AL,Madison,-86.755302,34.729198
4AL6,small_airport,Bonner Field,105,US,US-AL,Summerdale,-87.6832962,30.46689987
4AL7,small_airport,Leon's Landing Airport,1430,US,US-AL,Flat Rock,-85.68979645,34.74470139
4AL8,small_airport,Milton Airport,639,US,US-AL,Huntsville,-86.6733017,34.49060059
4AL9,small_airport,T W Spear Memorial Airport,438,US,US-AL,Lapine,-86.29389954,31.97470093
4AR0,heliport,St Mary's Regional Medical Center Heliport,393,US,US-AR,Russellville,-93.15049744,35.28369904
4AR1,small_airport,Shurley Field Airport,430,US,US-AR,Cabot,-92.10099792,35.04130173
4AR2,small_airport,Red Oak Airport,315,US,US-AR,Cabot,-92.00669861,34.90999985
4AR3,heliport,Conway Regional Health System Heliport,385,US,US-AR,Conway,-92.457901,35.08539963
4AR4,small_airport,Reed-Joseph Land Co. Airport,227,US,US-AR,Garland,-93.7315979,33.34790039
4AR5,small_airport,Lawrence Field,284,US,US-AR,Cherry Valley,-90.75060272,35.37080002
4AR6,small_airport,Williams Ranch Airport,750,US,US-AR,Caddo Gap,-93.63770294,34.37929916
4AR7,small_airport,Worth James Ranch Airport,650,US,US-AR,Booneville,-94.11689758,35.08340073
4AR8,heliport,Washington Regional Landing Heliport,1251,US,US-AR,Fayetteville,-94.15859985,36.10810089
4AR9,small_airport,Scudder Airport,238,US,US-AR,Jonesboro,-90.64679718,35.77619934
4AZ0,small_airport,Palm Valley Tucson Airport,2139,US,US-AZ,Tucson,-111.3170013,32.29899979
4AZ1,heliport,Moulder Heliport,1521,US,US-AZ,Surprise,-112.4160004,33.75329971
4AZ2,small_airport,Block Ranch Airport,5966,US,US-NM,Capitan,-105.3840027,33.70199966
4AZ3,heliport,Tonto Ranger Station Heliport,2165,US,US-AZ,Roosevelt,-111.1240005,33.66640091
4AZ4,heliport,Fort Omotse Heliport,4253,US,US-AZ,Tombstone,-110.068611,31.600556
4AZ5,heliport,New Waddell Dam Heliport,1582,US,US-AZ,Phoenix,-112.2699966,33.84500122
4AZ6,small_airport,Parsons Field,3760,US,US-AZ,Kingman,-113.461998,34.99810028
4AZ7,closed,San Carlos Airport,2896,US,US-AZ,San Carlos,-110.461998,33.3778
4AZ8,small_airport,The Ultralight Strip Ultralightport,2120,US,US-AZ,Marana,-111.3440018,32.29470062
4AZ9,small_airport,Leroy Airport,4197,US,US-AZ,Willcox,-109.762001,32.11309814
4B0,small_airport,South Albany Airport,196,US,US-NY,South Bethlehem,-73.83390045,42.56069946
4B1,small_airport,Duanesburg Airport,710,US,US-NY,Duanesburg,-74.13289642,42.75839996
4B9,small_airport,Simsbury Airport,195,US,US-CT,Simsbury,-72.77729797,41.91680145
4C1,small_airport,Flying U Ranch Airport,740,US,US-IN,Union Mills,-86.792198,41.453899
4C2,small_airport,Walker/Rowe Waterloo Airport,900,US,US-IN,Waterloo,-84.9815979,41.43119812
4C3,heliport,Yalesville Heliport,65,US,US-CT,Yalesville,-72.81116667,41.49188889
4C4,small_airport,Gifford Field,1010,US,US-NH,Colebrook,-71.49949646,44.88339996
4C7,small_airport,Ackley Municipal Airport,1070,US,US-IA,Ackley,-93.03320313,42.54750061
4CA0,heliport,Lapd Hooper Heliport,302,US,US-CA,Los Angeles,-118.2470016,34.04330063
4CA1,heliport,City National Bank Heliport,453,US,US-CA,Los Angeles,-118.2549973,34.04779816
4CA2,small_airport,Funny Farm Airport,29,US,US-CA,Brentwood,-121.6470032,37.94689941
4CA3,heliport,Camp Parks Heliport,361,US,US-CA,Pleasanton,-121.8929977,37.70830154
4CA4,heliport,St Francis Medical Center Helistop,154,US,US-CA,Lynwood,-118.2030029,33.93030167
4CA5,heliport,Choc Heliport,275,US,US-CA,Orange,-117.865062,33.78079
4CA6,heliport,Chevron Refinery Heliport,29,US,US-CA,El Segundo,-118.427002,33.91419983
4CA7,small_airport,Johnsen Airport,190,US,US-CA,Chico,-121.8860016,39.67070007
4CA8,small_airport,Yandell Ranch Airport,40,US,US-CA,Modesto,-121.1620026,37.64049911
4CA9,heliport,Randy Champe-Gary Howe Memorial Heliport,184,US,US-CA,Los Angeles,-118.277622,33.970101
4CL1,heliport,Lyon Heliport,898,US,US-CA,Rancho Santa Margarita,-117.5910034,33.61339951
4CL2,heliport,Wolfranch Heliport,2000,US,US-CA,Temecula,-117.3050003,33.50279999
4CL3,small_airport,Antelope Valley Ranch Airport,530,US,US-CA,Williams,-122.3539963,39.14630127
4CL4,small_airport,Rabbit Ranch Airport,2942,US,US-CA,Lucerne,-117.026001,34.45439911
4CL5,heliport,Mercy San Juan Hospital Heliport,169,US,US-CA,Carmichael,-121.3150024,38.66910172
4CL6,heliport,Pat Coyle Memorial Heliport,600,US,US-CA,San Marcos,-117.1460037,33.14189911
4CL7,heliport,Inyo County Sheriff Search & Rescue Heliport,4120,US,US-CA,Bishop,-118.3679962,37.36579895
4CL8,heliport,Hanford Community Medical Center Helistop,251,US,US-CA,Hanford,-119.659564,36.329778
4CL9,heliport,Arrowhead Regional Medical Center Heliport,1076,US,US-CA,Colton,-117.348999,34.07580185
4CO0,small_airport,Glen-Aspen Airport,6835,US,US-CO,Carbondale,-107.1600037,39.38890076
4CO1,heliport,Martin Heliport,5718,US,US-CO,Waterton,-105.1060028,39.49969864
4CO2,small_airport,Owl Canyon Gliderport,5545,US,US-CO,Wellington,-104.9850006,40.80469894
4CO3,small_airport,Griffin Field,3964,US,US-CO,Walsh,-102.2799988,37.39170074
4CO4,heliport,St Anthony North Heliport,5506,US,US-CO,Westminster,-105.0179977,39.8492012
4CO5,heliport,Pioneers Heliport,6298,US,US-CO,Meeker,-107.9110031,40.04140091
4CO6,heliport,Lutheran Medical Center Heliport,5500,US,US-CO,Wheat Ridge,-105.0899963,39.76670074
4CO7,small_airport,Ambrosich Field,7028,US,US-CO,Elbert,-104.6800003,39.21780014
4CO8,small_airport,Kelgun Airport,6800,US,US-CO,Castle Rock,-104.8160019,39.30690002
4CO9,heliport,Beaver Creek Heliport,7500,US,US-CO,Beaver Creek,-106.8479996,39.64360046
4D1,small_airport,Three Castles Airpark,921,US,US-WI,Wonewoc,-90.23259735,43.66999817
4D5,heliport,Kirila Heliport,1140,US,US-OH,Brookfield,-80.55729675,41.23009872
4D8,small_airport,Fuller Airport,1439,US,US-IA,Milford,-95.15899658,43.33319855
4D9,small_airport,Alma Municipal Airport,2070,US,US-NE,Alma,-99.34559631,40.11389923
4.00E+08,small_airport,Richardton Airport,2492,US,US-ND,Richardton,-102.3550034,46.89580154
4.00E+09,heliport,Fort Hancock Heliport,3517,US,US-TX,Fort Hancock,-105.8509979,31.29179955
4F1,small_airport,Westport Airport,900,US,US-OK,Westport,-96.34609985,36.22230148
4FA3,small_airport,Tranquility Bay Strip,8,US,US-FL,Fort Myers,-82.11789703,26.64340019
4FD2,small_airport,Flying 'F' Farms Airport,40,US,US-FL,O'Brien,-83.01869965,30.05380058
4FD3,small_airport,The Wright Place STOLport,13,US,US-FL,Homestead,-80.5134964,25.51530075
4FD4,seaplane_base,Bay Seaplanes Seaplane Base,,US,US-FL,Panama City,-85.74990082,30.18490028
4FD5,seaplane_base,Grand Lagoon Seaplane Base,,US,US-FL,Panama City,-85.73410034,30.13489914
4FD6,heliport,Pine Island Helistop,10,US,US-FL,Pine Island Center,-82.11090088,26.6067009
4FD7,small_airport,Flanders Field,131,US,US-FL,Polk City,-81.82790375,28.20639992
4FD8,heliport,Captiva Heliport,3,US,US-FL,Sanibel,-82.19200134,26.54170036
4FD9,heliport,Bowman's Beach Helistop,5,US,US-FL,Sanibel,-82.15679932,26.46260071
4FL0,small_airport,Turkey Scratch Plantation Airport,115,US,US-FL,Lamont,-83.80999756,30.40360069
4FL1,small_airport,Escape Ranch Airport,71,US,US-FL,Kenansville,-80.95809937,27.8628006
4FL2,small_airport,Ko-Kee Airport,72,US,US-FL,Bushnell,-82.14980316,28.59499931
4FL3,small_airport,Fellsmere Airport,24,US,US-FL,Fellsmere,-80.66619873,27.74169922
4FL4,closed,Darrah Air Park,54,US,US-FL,Bell,-82.890405,29.778299
4FL5,small_airport,Ridge Landing Airport,140,US,US-FL,Frostproof,-81.6006012,27.75720024
4FL6,closed,Royal Trails Airport,49,US,US-FL,Cassia,-81.473701,28.937799
4FL7,heliport,Physicians Regional Med Ctr-Collier Blvd Heliport,14,US,US-FL,Naples,-81.735767,26.101967
4FL8,small_airport,Schwartz Farms Inc Airport,53,US,US-FL,Sarasota,-82.31729889,27.34370041
4FL9,small_airport,Gore Airport,135,US,US-FL,Haines City,-81.64700317,28.14340019
4G0,small_airport,Pittsburgh-Monroeville Airport,1187,US,US-PA,Monroeville,-79.774803,40.452301
4G1,small_airport,Greenville Municipal Airport,1202,US,US-PA,Greenville,-80.39129639,41.44680023
4G2,small_airport,Hamburg Inc Airport,751,US,US-NY,Hamburg,-78.91480255,42.70090103
4G3,small_airport,Miller Airport,1070,US,US-OH,Alliance,-81.042099,40.98180008
4G7,small_airport,Fairmont Municipal-Frankman Field,1029,US,US-WV,Fairmont,-80.16699982,39.44820023
4GA0,closed,Pegasus Run Airport,900,US,US-GA,Ball Ground,-84.421303,34.280102
4GA1,small_airport,Thacker Field,920,US,US-GA,Concord,-84.39830017,33.0447998
4GA2,heliport,Medical College of Georgia Heliport,255,US,US-GA,Augusta,-81.98829651,33.47109985
4GA3,heliport,Memorial Hospital Heliport,120,US,US-GA,Bainbridge,-84.55190277,30.90320015
4GA4,small_airport,R.M. Harris Airport,770,US,US-GA,Eton,-84.75469971,34.84669876
4GA5,closed,Southwire Heliport,1094,US,US-GA,Carrollton,-85.070522,33.566562
4GA6,small_airport,Chattahoochee Air Park,750,US,US-GA,Douglasville,-84.68049622,33.66210175
4GA7,small_airport,Kitchens Field,800,US,US-GA,Griffin,-84.25409698,33.13460159
4GA8,small_airport,Andrews Airport,245,US,US-GA,Arlington,-84.71299744,31.41550064
4GA9,small_airport,Ebeneezer Airport,1230,US,US-GA,Cumming,-84.05709839,34.24229813
4GE0,small_airport,Millhaven Airport,164,US,US-GA,Millhaven,-81.66210175,32.93600082
4GE1,small_airport,Viola Farm Airport,285,US,US-GA,Attapulgus,-84.54109955,30.72369957
4GE2,small_airport,Gorden E Bellah International Airport,780,US,US-GA,Stockbridge,-84.16660309,33.55009842
4GE3,small_airport,Whitehall Airport,350,US,US-GA,Montrose,-83.191667,32.498889
4H1,heliport,Schaumburg Municipal Helistop,730,US,US-IL,Chicago/Schaumburg,-88.05266261,42.04778439
4IA0,heliport,Greater Community Hospital Heliport,1291,US,US-IA,Creston,-94.39440155,41.07220078
4IA1,heliport,Ellsworth Municipal Hospital Heliport,1138,US,US-IA,Iowa Falls,-93.24240112,42.52470016
4IA2,small_airport,Walker Field,715,US,US-IA,West Liberty,-91.22019958,41.58610153
4IA3,heliport,Floyd County Memorial Hospital Heliport,1146,US,US-IA,Charles City,-92.68440247,43.05080032
4IA4,small_airport,Mccoy Airport,715,US,US-IA,Danville,-91.33889771,40.8185997
4IA5,heliport,Iowa Speciality Hospital Heliport,1162,US,US-IA,Clarion,-93.734436,42.721132
4IA7,small_airport,Witcombe Field,1000,US,US-IA,Cedar Falls,-92.49520111,42.47190094
4IA8,small_airport,Weiss Airport,850,US,US-IA,Williamsburg,-91.95960236,41.64720154
4IA9,small_airport,Triple J Airport,1020,US,US-IA,Dike,-92.72239685,42.45830154
4II0,small_airport,De Ford Airport,640,US,US-IN,Delphi,-86.73829651,40.60950089
4II2,small_airport,Hangar Fly Ultralight Fly Club Ultralightport,860,US,US-IN,Lawrence,-85.95410156,39.85340118
4II3,small_airport,Oleo Airport,870,US,US-IN,Fillmore,-86.72969818,39.7364006
4II4,small_airport,Chesak Airport,670,US,US-IN,North Judson,-86.7881012,41.25559998
4II5,heliport,Escc Heliport,600,US,US-IN,Hammond,-87.49140167,41.59420013
4II6,small_airport,Gettlefinger Field,820,US,US-IN,Palmyra,-86.08159637,38.37919998
4II7,small_airport,Sport Aircraft Flight Park Ultralightport,900,US,US-IN,Thorntown,-86.52189636,40.10589981
4II8,small_airport,Willis Airport,880,US,US-IN,Greenfield,-85.71659851,39.72230148
4II9,closed,Shultz /Private/ Airport,695,US,US-IN,Brookston,-86.880798,40.6092
4IL0,heliport,Litchfield West Side Emergency Services Heliport,677,US,US-IL,Litchfield,-89.665802,39.16059875
4IL2,small_airport,Wayne Ziller Jr Airport,661,US,US-IL,Fairbury,-88.54170227,40.8083992
4IL3,small_airport,Thrifty Acres STOLport,725,US,US-IL,Stillman Valley (Byron),-89.22840118,42.14279938
4IL4,small_airport,Kuebler RLA Restricted Landing Area,620,US,US-IL,St Elmo,-88.81610107,39.0564003
4IL5,small_airport,Frank's Flying Service Airport,600,US,US-IL,Morrison,-90.00509644,41.72499847
4IL6,closed,Keim Heliport,795,US,US-IL,West Chicago,-88.158997,41.912498
4IL7,heliport,Brussels Heliport,515,US,US-IL,Brussels,-90.58719635,38.94580078
4IL8,small_airport,Rendleman Airport,500,US,US-IL,Murphysboro,-89.38330078,37.75630188
4IL9,small_airport,Unzicker Airport,745,US,US-IL,Benson,-89.1207962,40.82749939
4IN1,seaplane_base,Big Long Lake Seaplane Base,955,US,US-IN,Kendallville,-85.2335968,41.5644989
4IN2,seaplane_base,Oliver Lake Seaplane Base,900,US,US-IN,La Grange,-85.40529633,41.57020187
4IN3,heliport,East Clear Heliport,1069,US,US-IN,Clear Lake,-84.82279968,41.73500061
4IN4,small_airport,Wilson Airport,710,US,US-IN,Wallace,-87.18029785,39.97529984
4IN5,small_airport,Ball Field,825,US,US-IN,Bourbon,-86.14830017,41.34420013
4IN6,heliport,Dragons Den Heliport,934,US,US-IN,Danvillle,-86.64440155,39.74560165
4IN7,small_airport,Riley Field,608,US,US-IN,Attica,-87.22920227,40.30089951
4IN8,small_airport,Culp Farms Airport,673,US,US-IN,Rensselaer,-87.06829834,40.86750031
4IN9,small_airport,Wawasee Airport,880,US,US-IN,Syracuse,-85.6917038,41.41889954
4IS0,heliport,Joan Graves Edwards Heliport,624,US,US-IL,Anna,-89.24590302,37.46390152
4IS1,small_airport,Kamm Airport,672,US,US-IL,Atwood,-88.44869995,39.77310181
4IS2,heliport,Memorial Hospital Heliport,620,US,US-IL,Chester,-88.80619812,37.92369843
4IS3,heliport,University of Chicago Hospitals Heliport,665,US,US-IL,Chicago,-87.60420227,41.78839874
4IS4,heliport,Harrisburg Medical Center Heliport,397,US,US-IL,Harrisburg,-88.5236969,37.73059845
4IS5,small_airport,Smith Restricted Landing Area,420,US,US-IL,Hecker,-89.93810272,38.25839996
4IS6,small_airport,Hattan Farms Airport,710,US,US-IL,Minonk,-89.12059784,40.93059921
4IS7,small_airport,Litchfield RLA Restricted Landing Area,704,US,US-IL,Seymour,-88.39949799,40.07310104
4IS8,small_airport,Leigh Farm Airport,730,US,US-IL,Sparland,-89.55010223,40.02170181
4IS9,small_airport,Weidner Airport,667,US,US-IL,Bunker Hill,-89.95890045,39.08589935
4K0,small_airport,Pedro Bay Airport,45,US,US-AK,Pedro Bay,-154.1239929,59.78960037
4K5,small_airport,Ouzinkie Airport,55,US,US-AK,Ouzinkie,-152.496715,57.925362
4KA,small_airport,Tununak Airport,14,US,US-AK,Tununak,-165.2720032,60.57550049
4KS1,small_airport,Amar Farms Airport,1020,US,US-KS,Wellsville,-95.03299713,38.68529892
4KS2,small_airport,Ingels Aerodrome,960,US,US-KS,De Soto,-94.95439911,39.01860046
4KS4,heliport,Police Heliport,1290,US,US-KS,Wichita,-97.34870148,37.66419983
4KS6,small_airport,Thomsen Field,1140,US,US-KS,Hartford,-95.90670013,38.24169922
4KS7,small_airport,Butler Airpark,1310,US,US-KS,Rose Hill,-97.06500244,37.55889893
4KS8,small_airport,Bursch Private Airport,3650,US,US-KS,Bird City,-101.5930023,39.59109879
4KT4,small_airport,Steele's Bottom Airport,495,US,US-KY,Warsaw,-84.816955,38.826483
4KY0,small_airport,J & C Antique Airfield,540,US,US-KY,Hardin,-88.37670135,36.76190186
4KY1,small_airport,Creek Side Landing Airport,727,US,US-KY,Glasgow,-85.77279663,36.89500046
4KY2,heliport,Manchester Memorial Hospital Heliport,935,US,US-KY,Manchester,-83.76190186,37.16249847
4KY3,closed,West Heliport,810,US,US-KY,Burlington,-84.775297,39.0572
4KY4,small_airport,Moseley Field,395,US,US-KY,Calhoun,-87.28109741,37.59249878
4KY5,small_airport,Weavers Run Airport,550,US,US-KY,West Point,-83.88999939,38.02859879
4KY6,heliport,Jennie Stuart Medical Center Heliport,550,US,US-KY,Hopkinsville,-87.49469757,36.86109924
4KY7,small_airport,Mueller Farm Airport,890,US,US-KY,Verona,-84.68470001,38.82329941
4KY8,small_airport,Shady Acres Airport,450,US,US-KY,Shepherdsville,-85.69689941,37.94580078
4KY9,heliport,King's Daughters Medical Center Heliport,625,US,US-KY,Ashland,-82.63500214,38.47079849
4LA0,seaplane_base,Port Sulphur Seaplane Base,,US,US-LA,Port Sulphur,-89.70279694,29.46269989
4LA1,heliport,Chevron Fourchon Heliport,5,US,US-LA,Leeville,-90.19509888,29.00659943
4LA2,heliport,Green Hill Compressors Heliport,3,US,US-LA,Leeville,-90.28510284,29.0760994
4LA3,small_airport,Feliciana Airpark,204,US,US-LA,Jackson,-91.213303,30.8078
4LA4,heliport,Chevron Usa Inc Heliport,,US,US-LA,Leeville,-90.21790314,29.22109985
4LA5,heliport,La Haye Center Heliport,120,US,US-LA,Lafayette,-92.00900269,30.19070053
4LA6,heliport,Little Lake Heliport,10,US,US-LA,Lafitte,-90.11810303,29.49690056
4LA7,heliport,West Jefferson Medical Center Heliport,2,US,US-LA,Marrero,-90.09400177,29.89489937
4LA8,small_airport,Overton Private Airport,110,US,US-LA,Clinton,-90.8742981,30.70770073
4LA9,small_airport,Blouin Flightpark Ultralightport,10,US,US-LA,Raceland,-90.63420105,29.73629951
4LL0,small_airport,Ranken Airport,785,US,US-IL,Steward,-89.09339905,41.83589935
4LL1,small_airport,Staton Airport,770,US,US-IL,Steward,-89.08760071,41.85419846
4LL2,heliport,Covenant Medical Center Heliport,728,US,US-IL,Champaign,-88.23419952,40.11309814
4LL3,small_airport,John L Coppernoll Airport,930,US,US-IL,Stockton,-89.98349762,42.30830002
4LL4,small_airport,Enjoy Field,685,US,US-IL,Chebanse,-87.99859619,40.97579956
4LL7,small_airport,Willadae Farms Airport,850,US,US-IL,Sycamore,-88.66680145,42
4LL8,small_airport,Colonial Acres Airport,840,US,US-IL,Sycamore,-88.64589691,42.00279999
4LL9,small_airport,Alan B. Janssen Airport,642,US,US-IL,Morrisonville,-89.42369843,39.34370041
4M0,small_airport,Lake Ann Airway Estates Airport,820,US,US-MI,Traverse City,-85.91359711,44.69779968
4M5,small_airport,Dermott Municipal Airport,135,US,US-AR,Dermott,-91.44259644,33.48799896
4M8,small_airport,Clarendon Municipal Airport,217,US,US-AR,Clarendon,-91.39440155,34.64799881
4MA0,heliport,Burke Heliport,240,US,US-MA,Sherborn,-71.35980225,42.23400116
4MA1,heliport,Bangs Heliport,30,US,US-MA,Wareham,-70.68810272,41.77700043
4MA2,heliport,Dow Jones Heliport,200,US,US-MA,Chicopee,-72.55039978,42.16289902
4MA3,heliport,Millbury Savings/West Heliport,393,US,US-MA,Millbury,-71.76950073,42.19179916
4MA4,heliport,J K L Heliport,30,US,US-MA,New Bedford,-71.01309967,41.62149811
4MA5,heliport,World Trade Center Heliport,15,US,US-MA,Boston,-71.04370117,42.34930038
4MA6,heliport,Pleasant Beach Heliport,20,US,US-MA,Cohasset,-70.81199646,42.26229858
4MA7,heliport,Ahearn Heliport,280,US,US-MA,Ludlow,-72.45010376,42.19150162
4MA8,heliport,Pg Heliport,10,US,US-MA,Quincy,-71.03730011,42.28089905
4MA9,heliport,Broad Street Heliport,60,US,US-MA,Springfield,-72.58370209,42.09091568
4MD,heliport,Pier 7 Heliport,16,US,US-MD,Baltimore,-76.571667,39.272222
4MD0,small_airport,Mears Creek Airfield,27,US,US-MD,Lusby,-76.48300171,38.3742981
4MD1,small_airport,Bunting's Field,5,US,US-MD,Berlin,-75.23069763,38.36819839
4MD2,small_airport,Ward's Airport,2500,US,US-MD,Oakland,-79.4539032,39.42979813
4MD3,small_airport,Carey Field,23,US,US-MD,Bishopville,-75.15940094,38.43970108
4MD4,small_airport,Clements Airport,105,US,US-MD,Clements,-76.73719788,38.34059906
4MD5,heliport,Phh Heliport,330,US,US-MD,Hunt Valley,-76.65670013,39.49420166
4MD6,small_airport,Moxley's Airport,410,US,US-MD,Dublin,-76.26249695,39.625
4MD7,small_airport,Catoctin Crosswind Airport,451,US,US-MD,Thurmont,-77.366667,39.646389
4MD8,small_airport,Ijamsville Airport,490,US,US-MD,Frederick,-77.33969879,39.35829926
4MD9,small_airport,St John Airport,461,US,US-MD,Owings Mills,-76.76059723,39.48059845
4ME4,seaplane_base,Lovewell Pond Seaplane Base,390,US,US-ME,Fryeburg,-70.93360138,44.00680161
4ME9,heliport,Norway Heliport,380,US,US-ME,Norway,-70.531705,44.209319
4MI0,small_airport,Kriewall Strip,765,US,US-MI,Romeo,-82.96880341,42.83810043
4MI1,small_airport,Air Rahe Airport,680,US,US-MI,Petersburg,-83.68740082,41.83060074
4MI3,small_airport,Phil's Field,685,US,US-MI,Overisel,-86.04029846,42.72779846
4MI4,small_airport,Whitcomb Field,915,US,US-MI,Schoolcraft,-85.67079926,42.17810059
4MI5,heliport,Bps Heliport,675,US,US-MI,Ruby,-82.6013031,43.00699997
4MI6,small_airport,Benedick Airport,660,US,US-MI,Three Oaks,-86.61450195,41.85779953
4MI7,small_airport,Witbeck Aerodrone Airport,890,US,US-MI,Farwell,-84.82170105,43.81340027
4MI9,heliport,Promedica Bixby Hospital Heliport,821,US,US-MI,Adrian,-84.048913,41.91297
4MN0,small_airport,Skalicky Airstrip,1300,US,US-MN,Albany,-94.57559967,45.66189957
4MN1,small_airport,Hintzman Private Airport,1465,US,US-MN,New York Mills,-95.354874,46.65098
4MN2,small_airport,Coot Landing Airport,1325,US,US-MN,Barnsville,-96.2417984,46.66379929
4MN3,heliport,Lexington Heliport,1080,US,US-MN,Ham Lake,-93.15039825,45.31110001
4MN4,small_airport,Mulder Field Inc Airport,1669,US,US-MN,Ivanhoe,-96.23059845,44.4557991
4MN5,small_airport,Kapaun-Wilson Field,1122,US,US-MN,Graceville,-96.45140076,45.55049896
4MN6,heliport,Sanford Westbrook Clinic Heliport,1432,US,US-MN,Westbrook,-95.440041,44.046133
4MN7,small_airport,Burk Airport,1070,US,US-MN,Amboy,-94.28579712,43.84379959
4MN8,small_airport,Myers Field,1300,US,US-MN,Pequot Lakes,-94.33940125,46.62749863
4MO,small_airport,Montgomery-Wehrman Airport,778,US,US-MO,Montgomery City,-91.41929626,39.01250076
4MO0,small_airport,Fender J H Airport,865,US,US-MO,Kingsville,-94.05799866,38.69950104
4MO2,small_airport,Newcomb Hereford Ranch Airport,850,US,US-MO,Lancaster,-92.44190216,40.5583992
4MO3,small_airport,Schneider Field,939,US,US-MO,La Plata,-92.49189758,39.99169922
4MO4,small_airport,Liberty Landing Airport,720,US,US-MO,Liberty,-94.33360291,39.21670151
4MO5,closed,Boehne Field,1120,US,US-MO,Lockwood,-93.991897,37.366699
4MO6,small_airport,Mark Twain Air Park,840,US,US-MO,Louisiana,-91.11820221,39.43889999
4MO7,small_airport,Crop Care Airport,875,US,US-MO,Mound City,-95.24079895,40.14139938
4MO8,small_airport,Martens Airport,720,US,US-MO,Atherton,-94.2696991,39.20669937
4MO9,small_airport,Friends Field,1100,US,US-MO,Lone Jack,-94.1085968,38.89250183
4MS0,small_airport,Payne Airport,359,US,US-MS,Pelahatchie,-89.85900116,32.30039978
4MS1,heliport,Robinsonville Heliport,202,US,US-MS,Robinsonville,-90.302917,34.816667
4MS2,small_airport,Dogwood Acres Airport,250,US,US-MS,Raymond,-90.45030212,32.21210098
4MS3,small_airport,Jeter Field,520,US,US-MS,Sladen,-89.39399719,34.95600128
4MS4,small_airport,Spearman Field,270,US,US-MS,Shannon,-88.7602005,34.15769958
4MS5,small_airport,Bird Nest Airport,311,US,US-MS,Lucedale,-88.51699829,31.00139999
4MS6,heliport,University Hospital Heliport,344,US,US-MS,Jackson,-90.17500305,32.33029938
4MS7,small_airport,Arnold Field,195,US,US-MS,Tunica,-90.28079987,34.74840164
4MS8,heliport,Casino Center Heliport,201,US,US-MS,Tunica,-90.32839966,34.84009933
4MS9,small_airport,Providence Airpark,240,US,US-MS,Canton,-90.067596,32.666
4MT1,small_airport,Kreikemeier Airport,4360,US,US-MT,Belgrade,-111.1449966,45.8207016
4MT7,heliport,Big Sky Medical Center Heliport,6276,US,US-MT,Big Sky,-111.3,45.261111
4MT9,small_airport,Boulanger Field Airport,3891,US,US-MT,Darby,-114.184994,46.030276
4N0,small_airport,Newman's Airport,840,US,US-MI,Kalamazoo,-85.75,42.28889847
4N2,small_airport,Middlesex Valley Airport,735,US,US-NY,Middlesex,-77.27549744,42.70949936
4N4,small_airport,Lidgerwood Municipal Airport,1081,US,US-ND,Lidgerwood,-97.16649628,46.08909988
4N7,small_airport,Greene Airport,935,US,US-NY,Greene,-75.78710175,42.30419922
4NA0,small_airport,Lindvig Airstrip,2180,US,US-ND,Williston,-103.5910034,48.00839996
4NA1,small_airport,Ring Rock Ranch Airport,2256,US,US-ND,Williston,-103.6729965,48.25469971
4NA3,small_airport,Peterson Airstrip,1545,US,US-ND,Antler,-101.302002,48.85720062
4NA5,small_airport,Berg Strip,2250,US,US-ND,Berthold,-101.8280029,48.28829956
4NA6,small_airport,Nicks Landing Airport,2440,US,US-ND,Grenora,-103.8799973,48.45500183
4NC0,small_airport,Boyd's Hawks Creek Airport,815,US,US-NC,Mocksville,-80.61620331,35.89849854
4NC1,heliport,Futuristics Heliport,520,US,US-NC,Milton,-79.30169678,36.52959824
4NC2,closed,Bay Creek Airport,2,US,US-NC,Bayboro,-76.611511,35.206437
4NC3,small_airport,Taylorsville Airport,1090,US,US-NC,Taylorsville,-81.196702,35.930801
4NC4,heliport,Lowe'S Mooresville Heliport,840,US,US-NC,Mooresville,-80.854269,35.544847
4NC5,small_airport,Triple M Airport,30,US,US-NC,Cape Carteret,-77.05049896,34.73040009
4NC6,small_airport,Cane Creek Airport,2100,US,US-NC,Fletcher,-82.479599,35.44459915
4NC7,small_airport,Peacock STOLport,390,US,US-NC,Garner,-78.53749847,35.69630051
4NC8,small_airport,Buffalo Creek Airport,600,US,US-NC,Concord,-80.62059784,35.42240143
4NC9,small_airport,Lz Carroll STOLport,675,US,US-NC,Gold Hill,-80.34259796,35.44850159
4ND1,small_airport,Knutson Airport,880,US,US-ND,Thompson,-97.15370178,47.7928009
4ND4,small_airport,Pfau Private Airport,1455,US,US-ND,Upham,-100.8799973,48.56389999
4ND8,small_airport,Sanden Airport,1065,US,US-ND,Wyndmere,-97.11699677,46.35409927
4NE0,small_airport,Regier Brothers Airport,3363,US,US-NE,Madrid,-101.5599976,40.91609955
4NE1,small_airport,Mc Millan Ranch Airport,2500,US,US-NE,Milburn,-99.75460052,41.75419998
